dataset,desired_class,overall_seed,fold_idx,test_sample_idx,rep_idx,x,pred_class_x,true_class_x,z,pred_class_z,check_plausibility,opt_C_robust,opt_K_robust,run_time,blackbox_test_acc,blackbox,gower_dist,loss,sparsity
compas,0,42,3,72,1,"[32, 1, 0, 12, 1, 0, 1, 1, 1, 1]",1,1,"[53.74409886945972, 1.0, 0.0, 5.836802583370873, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]",0,True,False,64,212.109,0.7725,rf,0.032680391159872695,0.11634019557993636,0.8
compas,0,42,3,72,2,"[32, 1, 0, 12, 1, 0, 1, 1, 1, 1]",1,1,"[49.49329111729419, 1.0, 0.0, 5.565401066446879, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]",0,True,False,64,212.212,0.7725,rf,0.027767880783911892,0.11388394039195596,0.8
compas,0,42,3,72,3,"[32, 1, 0, 12, 1, 0, 1, 1, 1, 1]",1,1,"[48.64825898374131, 1.0, 0.0, 4.06819577122906, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]",0,True,False,64,212.674,0.7725,rf,0.028234559086992045,0.11411727954349603,0.8
compas,0,42,3,72,4,"[32, 1, 0, 12, 1, 0, 1, 1, 1, 1]",1,1,"[50.036933324043865, 1.0, 0.0, 5.712031773719356, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]",0,True,False,64,211.632,0.7725,rf,0.02828422837755365,0.11414211418877683,0.8
compas,0,42,3,80,0,"[22, 1, 0, 4, 1, 0, 1, 1, 1, 260]",1,1,"[61.44386148763884, 1.0, 0.0, 4.0, 1.0, 0.0, 1.0, 1.0, 1.0, 260.0]",0,True,False,64,205.411,0.7725,rf,0.04810227010687664,0.07405113505343833,0.9
compas,0,42,3,80,1,"[22, 1, 0, 4, 1, 0, 1, 1, 1, 260]",1,1,"[60.70086437934152, 1.0, 0.0, 4.0, 1.0, 0.0, 1.0, 1.0, 1.0, 260.0]",0,True,False,64,210.908,0.7725,rf,0.0471961760723677,0.07359808803618385,0.9
compas,0,42,3,80,2,"[22, 1, 0, 4, 1, 0, 1, 1, 1, 260]",1,1,"[62.53161325663531, 1.0, 0.0, 4.0, 1.0, 0.0, 1.0, 1.0, 1.0, 260.0]",0,True,False,64,213.169,0.7725,rf,0.04942879665443331,0.07471439832721666,0.9
compas,0,42,3,80,3,"[22, 1, 0, 4, 1, 0, 1, 1, 1, 260]",1,1,"[60.255625069271396, 1.0, 0.0, 4.0, 1.0, 0.0, 1.0, 1.0, 1.0, 260.0]",0,True,False,64,213.661,0.7725,rf,0.046653201303989505,0.07332660065199476,0.9
compas,0,42,3,80,4,"[22, 1, 0, 4, 1, 0, 1, 1, 1, 260]",1,1,"[60.64732003787534, 1.0, 0.0, 4.0, 1.0, 0.0, 1.0, 1.0, 1.0, 260.0]",0,True,False,64,213.435,0.7725,rf,0.04713087809496993,0.07356543904748497,0.9
compas,0,42,3,88,0,"[31, 1, 0, 7, 0, 1, 1, 0, 1, 1]",1,0,"[54.052325000997044, 1.0, 0.0, 7.0, 0.0, 1.0, 1.0, 0.0, 1.0, 2.1581338567723525]",0,True,False,64,214.224,0.7725,rf,0.028209102619361572,0.1141045513096808,0.8
compas,0,42,3,88,1,"[31, 1, 0, 7, 0, 1, 1, 0, 1, 1]",1,0,"[42.61225439653541, 1.0, 0.0, 1.0317503074792678, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]",0,True,False,64,205.207,0.7725,rf,0.12012953554195416,0.2100647677709771,0.7
compas,0,42,3,88,2,"[31, 1, 0, 7, 0, 1, 1, 0, 1, 1]",1,0,"[42.351020151775415, 1.0, 0.0, 1.2653050360033475, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]",0,True,False,64,203.611,0.7725,rf,0.1195774024661618,0.2097887012330809,0.7
compas,0,42,3,88,3,"[31, 1, 0, 7, 0, 1, 1, 0, 1, 1]",1,0,"[49.1603645108044, 1.0, 0.0, 1.0981831923195462, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]",0,True,False,64,203.204,0.7725,rf,0.12804860279646632,0.2140243013982332,0.7
compas,0,42,3,88,4,"[31, 1, 0, 7, 0, 1, 1, 0, 1, 1]",1,0,"[38.35445097153033, 1.0, 0.0, 1.3918688276104736, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]",0,True,False,64,204.819,0.7725,rf,0.11457697382059724,0.20728848691029864,0.7
compas,0,42,3,90,0,"[20, 1, 0, 0, 0, 0, 1, 0, 1, 0]",1,1,"[53.402673198645026, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 6.563137277665099]",0,True,False,64,227.771,0.7725,rf,0.04128189542189286,0.12064094771094644,0.8
compas,0,42,3,90,1,"[20, 1, 0, 0, 0, 0, 1, 0, 1, 0]",1,1,"[60.83273424659816, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0,True,False,64,228.283,0.7725,rf,0.049796017373900194,0.0748980086869501,0.9
compas,0,42,3,90,2,"[20, 1, 0, 0, 0, 0, 1, 0, 1, 0]",1,1,"[49.85160791433353, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0355823226155803]",0,True,False,64,229.64,0.7725,rf,0.03649069842241333,0.11824534921120666,0.8
compas,0,42,3,90,3,"[20, 1, 0, 0, 0, 0, 1, 0, 1, 0]",1,1,"[54.091974127965834, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 13.620440769024178]",0,True,False,64,226.997,0.7725,rf,0.0427106149355884,0.1213553074677942,0.8
compas,0,42,3,90,4,"[20, 1, 0, 0, 0, 0, 1, 0, 1, 0]",1,1,"[62.26387306788808, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0,True,False,64,227.099,0.7725,rf,0.051541308619375704,0.07577065430968785,0.9
compas,0,42,3,94,0,"[20, 1, 0, 1, 1, 0, 1, 0, 1, 1]",1,1,"[54.22388735026539, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0,True,False,64,227.865,0.7725,rf,0.04173644798812853,0.07086822399406427,0.9
compas,0,42,3,94,1,"[20, 1, 0, 1, 1, 0, 1, 0, 1, 1]",1,1,"[57.77639592704551, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0,True,False,64,226.904,0.7725,rf,0.04606877552078721,0.07303438776039362,0.9
compas,0,42,3,94,2,"[20, 1, 0, 1, 1, 0, 1, 0, 1, 1]",1,1,"[54.225791483936895, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0,True,False,64,227.622,0.7725,rf,0.04173877010236207,0.07086938505118104,0.9
compas,0,42,3,94,3,"[20, 1, 0, 1, 1, 0, 1, 0, 1, 1]",1,1,"[54.356276923189384, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0,True,False,64,227.695,0.7725,rf,0.04189789868681632,0.07094894934340816,0.9
compas,0,42,3,94,4,"[20, 1, 0, 1, 1, 0, 1, 0, 1, 1]",1,1,"[56.43456901238982, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0,True,False,64,227.655,0.7725,rf,0.044432401234621735,0.07221620061731088,0.9
compas,0,42,3,96,0,"[45, 1, 0, 16, 83, 0, 0, 0, 0, 64]",1,0,"[53.147120025441964, 1.0, 0.0, 2.460610353622922, 83.0, 0.0, 0.0, 0.0, 0.0, 64.0]",0,True,False,64,211.19,0.7725,rf,0.02347490187252582,0.11173745093626292,0.8
compas,0,42,3,96,1,"[45, 1, 0, 16, 83, 0, 0, 0, 0, 64]",1,0,"[45.0, 1.0, 0.0, 1.4785794444507032, 83.0, 0.0, 0.0, 0.0, 0.0, 64.0]",0,True,False,64,213.357,0.7725,rf,0.014521420555549298,0.05726071027777465,0.9
compas,0,42,3,96,2,"[45, 1, 0, 16, 83, 0, 0, 0, 0, 64]",1,0,"[45.0, 1.0, 0.0, 1.4637154212463144, 83.0, 0.0, 0.0, 0.0, 0.0, 64.0]",0,True,False,64,213.369,0.7725,rf,0.014536284578753687,0.05726814228937685,0.9
compas,0,42,3,96,3,"[45, 1, 0, 16, 83, 0, 0, 0, 0, 64]",1,0,"[45.0, 1.0, 0.0, 1.452392608412795, 83.0, 0.0, 0.0, 0.0, 0.0, 64.0]",0,True,False,64,212.278,0.7725,rf,0.014547607391587206,0.05727380369579361,0.9
compas,0,42,3,96,4,"[45, 1, 0, 16, 83, 0, 0, 0, 0, 64]",1,0,"[54.909746077978134, 1.0, 0.0, 2.4909806633800464, 83.0, 0.0, 0.0, 0.0, 0.0, 64.0]",0,True,False,64,211.223,0.7725,rf,0.025594075529276217,0.11279703776463812,0.8
compas,0,42,3,97,0,"[34, 0, 4, 4, 152, 0, 1, 0, 1, 97]",1,1,"[56.74571668735155, 0.0, 4.0, 1.0913553649370606, 152.0, 0.0, 1.0, 0.0, 1.0, 97.0]",0,True,False,64,191.521,0.7725,rf,0.03064732352207703,0.11532366176103852,0.8
compas,0,42,3,97,1,"[34, 0, 4, 4, 152, 0, 1, 0, 1, 97]",1,1,"[34.0, 0.0, 4.0, 1.254193216754157, 152.0, 0.0, 1.0, 0.0, 1.0, 97.0]",0,True,False,64,195.131,0.7725,rf,0.002745806783245843,0.051372903391622926,0.9
compas,0,42,3,97,2,"[34, 0, 4, 4, 152, 0, 1, 0, 1, 97]",1,1,"[34.0, 0.0, 4.0, 1.481336372538583, 152.0, 0.0, 1.0, 0.0, 1.0, 97.0]",0,True,False,64,194.211,0.7725,rf,0.002518663627461417,0.05125933181373071,0.9
compas,0,42,3,97,3,"[34, 0, 4, 4, 152, 0, 1, 0, 1, 97]",1,1,"[34.0, 0.0, 4.0, 1.1492636388029305, 152.0, 0.0, 1.0, 0.0, 1.0, 97.0]",0,True,False,64,194.017,0.7725,rf,0.0028507363611970696,0.051425368180598535,0.9
compas,0,42,3,97,4,"[34, 0, 4, 4, 152, 0, 1, 0, 1, 97]",1,1,"[34.0, 0.0, 4.0, 1.340069876002334, 152.0, 0.0, 1.0, 0.0, 1.0, 97.0]",0,True,False,64,193.048,0.7725,rf,0.002659930123997666,0.051329965061998835,0.9
compas,0,42,3,98,0,"[24, 0, 0, 6, 1, 0, 1, 0, 1, 26]",1,1,"[60.01181903773338, 0.0, 0.0, 1.4636103588905602, 1.0, 0.0, 1.0, 0.0, 1.0, 26.0]",0,True,False,64,204.245,0.7725,rf,0.04845324212615015,0.12422662106307508,0.8
compas,0,42,3,98,1,"[24, 0, 0, 6, 1, 0, 1, 0, 1, 26]",1,1,"[61.3780232367909, 0.0, 0.0, 1.2237493487712026, 1.0, 0.0, 1.0, 0.0, 1.0, 26.0]",0,True,False,64,204.462,0.7725,rf,0.050359205818046975,0.1251796029090235,0.8
compas,0,42,3,98,2,"[24, 0, 0, 6, 1, 0, 1, 0, 1, 26]",1,1,"[59.0278764977539, 0.0, 0.0, 0.7558276552395521, 1.0, 0.0, 1.0, 0.0, 1.0, 26.0]",0,True,False,64,203.769,0.7725,rf,0.047961094902996916,0.12398054745149846,0.8
compas,0,42,3,98,3,"[24, 0, 0, 6, 1, 0, 1, 0, 1, 26]",1,1,"[61.00050278788801, 0.0, 0.0, 1.4784899410056256, 1.0, 0.0, 1.0, 0.0, 1.0, 26.0]",0,True,False,64,203.494,0.7725,rf,0.04964407443446756,0.12482203721723378,0.8
compas,0,42,3,98,4,"[24, 0, 0, 6, 1, 0, 1, 0, 1, 26]",1,1,"[58.96116222092218, 0.0, 0.0, 0.8234348006982223, 1.0, 0.0, 1.0, 0.0, 1.0, 26.0]",0,True,False,64,204.431,0.7725,rf,0.047812128883353226,0.12390606444167662,0.8
compas,0,42,3,110,0,"[20, 1, 0, 0, 0, 0, 1, 0, 1, 0]",1,0,"[49.912685290388744, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 2.677390622550524]",0,True,False,64,227.237,0.7725,rf,0.03670200038568663,0.11835100019284332,0.8
compas,0,42,3,110,1,"[20, 1, 0, 0, 0, 0, 1, 0, 1, 0]",1,0,"[62.38965293967222, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0,True,False,64,226.371,0.7725,rf,0.05169469870691734,0.07584734935345867,0.9
compas,0,42,3,110,2,"[20, 1, 0, 0, 0, 0, 1, 0, 1, 0]",1,0,"[53.20752771880617, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.2654961641132325]",0,True,False,64,226.341,0.7725,rf,0.04051910970327713,0.12025955485163857,0.8
compas,0,42,3,110,3,"[20, 1, 0, 0, 0, 0, 1, 0, 1, 0]",1,0,"[59.13546155647755, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0,True,False,64,226.35,0.7725,rf,0.047726172629850676,0.07386308631492534,0.9
compas,0,42,3,110,4,"[20, 1, 0, 0, 0, 0, 1, 0, 1, 0]",1,0,"[54.90742035232, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 5.154161202016628]",0,True,False,64,227.578,0.7725,rf,0.04299953825340383,0.12149976912670192,0.8
compas,0,42,3,113,0,"[32, 1, 3, 20, 0, 0, 0, 0, 0, 0]",1,1,"[32.0, 1.0, 3.0, 6.497595127768227, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,True,False,64,218.882,0.7725,rf,0.013502404872231775,0.056751202436115894,0.9
compas,0,42,3,113,1,"[32, 1, 3, 20, 0, 0, 0, 0, 0, 0]",1,1,"[32.0, 1.0, 3.0, 6.490975880765701, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,True,False,64,219.092,0.7725,rf,0.013509024119234301,0.05675451205961715,0.9
compas,0,42,3,113,2,"[32, 1, 3, 20, 0, 0, 0, 0, 0, 0]",1,1,"[48.59511993838938, 1.0, 3.0, 6.479492687455149, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,True,False,64,213.708,0.7725,rf,0.03375845845692215,0.11687922922846108,0.8
compas,0,42,3,113,3,"[32, 1, 3, 20, 0, 0, 0, 0, 0, 0]",1,1,"[32.0, 1.0, 3.0, 6.492974216496602, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,True,False,64,218.426,0.7725,rf,0.0135070257835034,0.056753512891751706,0.9
compas,0,42,3,113,4,"[32, 1, 3, 20, 0, 0, 0, 0, 0, 0]",1,1,"[32.0, 1.0, 3.0, 6.449662866446383, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,True,False,64,218.724,0.7725,rf,0.013550337133553617,0.056775168566776814,0.9
compas,0,42,3,114,0,"[42, 1, 0, 14, 1, 0, 1, 0, 1, 1]",1,1,"[56.2904983704451, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0,True,False,64,220.012,0.7725,rf,0.03142743703712817,0.11571371851856409,0.8
compas,0,42,3,114,1,"[42, 1, 0, 14, 1, 0, 1, 0, 1, 1]",1,1,"[42.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0,True,False,64,223.366,0.7725,rf,0.014000000000000002,0.057,0.9
compas,0,42,3,114,2,"[42, 1, 0, 14, 1, 0, 1, 0, 1, 1]",1,1,"[42.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 17.14341408291821]",0,True,False,64,219.599,0.7725,rf,0.015345284506909852,0.10767264225345494,0.8
compas,0,42,3,114,3,"[42, 1, 0, 14, 1, 0, 1, 0, 1, 1]",1,1,"[42.0, 1.0, 0.0, 4.018982206610023, 1.0, 0.0, 1.0, 0.0, 1.0, 2.1665358937341614]",0,True,False,64,220.468,0.7725,rf,0.010078229117867826,0.10503911455893392,0.8
compas,0,42,3,114,4,"[42, 1, 0, 14, 1, 0, 1, 0, 1, 1]",1,1,"[53.76416843478623, 1.0, 0.0, 1.457902905062994, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0,True,False,64,219.391,0.7725,rf,0.026888643966627525,0.11344432198331376,0.8
compas,0,42,3,120,0,"[27, 1, 0, 5, 0, 1, 1, 0, 1, 64]",1,0,"[40.27589304087043, 1.0, 0.0, 1.3171673007356084, 0.0, 1.0, 1.0, 0.0, 0.0, 64.0]",0,True,False,64,203.336,0.7725,rf,0.11987294616374054,0.2099364730818703,0.7
compas,0,42,3,120,1,"[27, 1, 0, 5, 0, 1, 1, 0, 1, 64]",1,0,"[38.965090554692026, 1.0, 0.0, 1.400865462668635, 0.0, 1.0, 1.0, 0.0, 0.0, 64.0]",0,True,False,64,207.243,0.7725,rf,0.11819070838451676,0.2090953541922584,0.7
compas,0,42,3,120,2,"[27, 1, 0, 5, 0, 1, 1, 0, 1, 64]",1,0,"[37.88776518935243, 1.0, 0.0, 0.3452302163624549, 0.0, 1.0, 1.0, 0.0, 0.0, 64.0]",0,True,False,64,205.524,0.7725,rf,0.1179325322096771,0.20896626610483857,0.7
compas,0,42,3,120,3,"[27, 1, 0, 5, 0, 1, 1, 0, 1, 64]",1,0,"[40.25624541344642, 1.0, 0.0, 1.0257206734007984, 0.0, 1.0, 1.0, 0.0, 0.0, 64.0]",0,True,False,64,205.806,0.7725,rf,0.12014043226982657,0.2100702161349133,0.7
compas,0,42,3,120,4,"[27, 1, 0, 5, 0, 1, 1, 0, 1, 64]",1,0,"[38.05034510537549, 1.0, 0.0, 1.4472681773272629, 0.0, 1.0, 1.0, 0.0, 0.0, 64.0]",0,True,False,64,201.336,0.7725,rf,0.1170287624389843,0.20851438121949217,0.7
compas,0,42,3,128,0,"[31, 1, 0, 23, 0, 0, 1, 0, 1, 55]",1,1,"[56.52524076384535, 1.0, 0.0, 0.660894302465552, 0.0, 0.0, 1.0, 0.0, 1.0, 55.0]",0,True,False,64,211.475,0.7725,rf,0.05346744809246781,0.1267337240462339,0.8
compas,0,42,3,128,1,"[31, 1, 0, 23, 0, 0, 1, 0, 1, 55]",1,1,"[53.7977122019733, 1.0, 0.0, 0.9042173152546713, 0.0, 0.0, 1.0, 0.0, 1.0, 55.0]",0,True,False,64,211.862,0.7725,rf,0.04989787073593228,0.12494893536796614,0.8
compas,0,42,3,128,2,"[31, 1, 0, 23, 0, 0, 1, 0, 1, 55]",1,1,"[55.20862073226445, 1.0, 0.0, 0.7714461304646756, 0.0, 0.0, 1.0, 0.0, 1.0, 55.0]",0,True,False,64,210.462,0.7725,rf,0.051751262079613926,0.12587563103980698,0.8
compas,0,42,3,128,3,"[31, 1, 0, 23, 0, 0, 1, 0, 1, 55]",1,1,"[60.755715536708045, 1.0, 0.0, 5.401442178483434, 0.0, 0.0, 1.0, 0.0, 1.0, 55.0]",0,True,False,64,211.657,0.7725,rf,0.053886015793111745,0.12694300789655588,0.8
compas,0,42,3,128,4,"[31, 1, 0, 23, 0, 0, 1, 0, 1, 55]",1,1,"[60.16314362984282, 1.0, 0.0, 3.7919632921408146, 0.0, 0.0, 1.0, 0.0, 1.0, 55.0]",0,True,False,64,211.617,0.7725,rf,0.054772846012545555,0.1273864230062728,0.8
compas,0,42,3,134,0,"[26, 1, 0, 8, 52, 0, 0, 0, 0, 40]",1,0,"[51.524366873929395, 1.0, 0.0, 2.2938260594023765, 52.0, 0.0, 0.0, 0.0, 0.0, 40.0]",0,True,False,64,216.551,0.7725,rf,0.036833450616121276,0.11841672530806065,0.8
compas,0,42,3,134,1,"[26, 1, 0, 8, 52, 0, 0, 0, 0, 40]",1,0,"[51.76632238581606, 1.0, 0.0, 2.299813810848625, 52.0, 0.0, 0.0, 0.0, 0.0, 40.0]",0,True,False,64,217.683,0.7725,rf,0.03712253056209779,0.1185612652810489,0.8
compas,0,42,3,134,2,"[26, 1, 0, 8, 52, 0, 0, 0, 0, 40]",1,0,"[52.600849884246706, 1.0, 0.0, 2.4897302133678245, 52.0, 0.0, 0.0, 0.0, 0.0, 40.0]",0,True,False,64,216.327,0.7725,rf,0.03795033062107939,0.1189751653105397,0.8
compas,0,42,3,134,3,"[26, 1, 0, 8, 52, 0, 0, 0, 0, 40]",1,0,"[53.86024435938821, 1.0, 0.0, 2.4665952160377675, 52.0, 0.0, 0.0, 0.0, 0.0, 40.0]",0,True,False,64,215.736,0.7725,rf,0.03950931253931371,0.11975465626965687,0.8
compas,0,42,3,134,4,"[26, 1, 0, 8, 52, 0, 0, 0, 0, 40]",1,0,"[52.783267511522, 1.0, 0.0, 2.488216814700403, 52.0, 0.0, 0.0, 0.0, 0.0, 40.0]",0,True,False,64,216.856,0.7725,rf,0.03817430454081423,0.11908715227040712,0.8
compas,0,42,3,138,0,"[38, 1, 2, 11, 268, 0, 1, 0, 1, 268]",1,0,"[68.18603072784973, 1.0, 2.0, 11.0, 268.0, 0.0, 1.0, 0.0, 1.0, 268.0]",0,True,False,64,187.988,0.7725,rf,0.03681223259493869,0.06840611629746934,0.9
compas,0,42,3,138,1,"[38, 1, 2, 11, 268, 0, 1, 0, 1, 268]",1,0,"[76.98071259640676, 1.0, 2.0, 11.0, 268.0, 0.0, 1.0, 0.0, 1.0, 268.0]",0,True,False,64,189.65,0.7725,rf,0.047537454385861905,0.07376872719293096,0.9
compas,0,42,3,138,2,"[38, 1, 2, 11, 268, 0, 1, 0, 1, 268]",1,0,"[70.84347174717806, 1.0, 2.0, 11.0, 268.0, 0.0, 1.0, 0.0, 1.0, 268.0]",0,True,False,64,188.436,0.7725,rf,0.0400530143258269,0.07002650716291345,0.9
compas,0,42,3,138,3,"[38, 1, 2, 11, 268, 0, 1, 0, 1, 268]",1,0,"[72.72267841168632, 1.0, 2.0, 11.0, 268.0, 0.0, 1.0, 0.0, 1.0, 268.0]",0,True,False,64,188.179,0.7725,rf,0.04234472977034917,0.07117236488517459,0.9
compas,0,42,3,138,4,"[38, 1, 2, 11, 268, 0, 1, 0, 1, 268]",1,0,"[68.13722841162337, 1.0, 2.0, 11.0, 268.0, 0.0, 1.0, 0.0, 1.0, 268.0]",0,True,False,64,187.882,0.7725,rf,0.03675271757515045,0.06837635878757523,0.9
compas,0,42,3,140,0,"[23, 1, 0, 6, 1, 0, 1, 1, 1, 8]",1,1,"[85.28958052001121, 1.0, 0.0, 6.0, 1.0, 0.0, 1.0, 1.0, 1.0, 8.0]",0,True,False,64,213.876,0.7725,rf,0.07596290307318442,0.0879814515365922,0.9
compas,0,42,3,140,1,"[23, 1, 0, 6, 1, 0, 1, 1, 1, 8]",1,1,"[65.91000094352556, 1.0, 0.0, 6.0, 1.0, 0.0, 1.0, 1.0, 1.0, 8.0]",0,True,False,64,212.961,0.7725,rf,0.05232926944332386,0.07616463472166193,0.9
compas,0,42,3,140,2,"[23, 1, 0, 6, 1, 0, 1, 1, 1, 8]",1,1,"[64.64888589522955, 1.0, 0.0, 6.0, 1.0, 0.0, 1.0, 1.0, 1.0, 8.0]",0,True,False,64,213.242,0.7725,rf,0.05079132426247507,0.07539566213123754,0.9
compas,0,42,3,140,3,"[23, 1, 0, 6, 1, 0, 1, 1, 1, 8]",1,1,"[62.01694812671015, 1.0, 0.0, 6.0, 1.0, 0.0, 1.0, 1.0, 1.0, 8.0]",0,True,False,64,213.121,0.7725,rf,0.0475816440569636,0.0737908220284818,0.9
compas,0,42,3,140,4,"[23, 1, 0, 6, 1, 0, 1, 1, 1, 8]",1,1,"[72.79996021368669, 1.0, 0.0, 6.0, 1.0, 0.0, 1.0, 1.0, 1.0, 8.0]",0,True,False,64,212.749,0.7725,rf,0.06073165879717889,0.08036582939858945,0.9
compas,0,42,3,141,0,"[34, 1, 0, 10, 0, 0, 1, 0, 1, 2]",1,1,"[60.61013763414593, 1.0, 0.0, 10.0, 0.0, 0.0, 1.0, 0.0, 0.0, 2.0]",0,True,False,64,204.145,0.7725,rf,0.13245138735871453,0.16622569367935727,0.8
compas,0,42,3,141,1,"[34, 1, 0, 10, 0, 0, 1, 0, 1, 2]",1,1,"[60.83520492605637, 1.0, 0.0, 5.252422649947545, 0.0, 0.0, 1.0, 0.0, 1.0, 2.0]",0,True,False,64,214.83,0.7725,rf,0.03747343701597486,0.11873671850798743,0.8
compas,0,42,3,141,2,"[34, 1, 0, 10, 0, 0, 1, 0, 1, 2]",1,1,"[54.26467303647525, 1.0, 0.0, 1.3720656838491982, 0.0, 0.0, 1.0, 0.0, 1.0, 2.0]",0,True,False,64,215.769,0.7725,rf,0.03334095021429136,0.11667047510714568,0.8
compas,0,42,3,141,3,"[34, 1, 0, 10, 0, 0, 1, 0, 1, 2]",1,1,"[60.87983254415518, 1.0, 0.0, 10.0, 0.0, 0.0, 1.0, 0.0, 0.0, 2.0]",0,True,False,64,203.896,0.7725,rf,0.13278028359043315,0.16639014179521658,0.8
compas,0,42,3,141,4,"[34, 1, 0, 10, 0, 0, 1, 0, 1, 2]",1,1,"[60.291729625876755, 1.0, 0.0, 10.0, 0.0, 0.0, 1.0, 0.0, 0.0, 2.0]",0,True,False,64,202.962,0.7725,rf,0.1320630849096058,0.1660315424548029,0.8
compas,0,42,3,142,0,"[23, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,"[46.18681656034868, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6126803550665638]",0,True,False,64,246.959,0.7725,rf,0.02832766225765638,0.11416383112882819,0.8
compas,0,42,3,142,1,"[23, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,"[40.77881801516021, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.028306395082222657]",0,True,False,64,248.112,0.7725,rf,0.021683844250598577,0.1108419221252993,0.8
compas,0,42,3,142,2,"[23, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,"[48.625187756077466, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2518718560607591]",0,True,False,64,242.495,0.7725,rf,0.031271218292164574,0.11563560914608229,0.8
compas,0,42,3,142,3,"[23, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,"[48.51161963655761, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21028581390082346]",0,True,False,64,242.731,0.7725,rf,0.031129255081919716,0.11556462754095986,0.8
compas,0,42,3,142,4,"[23, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,"[49.839977746609705, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0186971149101516]",0,True,False,64,241.105,0.7725,rf,0.0329832382717015,0.11649161913585075,0.8
compas,0,42,3,144,0,"[26, 1, 0, 4, 1, 0, 1, 0, 1, 83]",1,1,"[58.933607085435604, 1.0, 0.0, 2.0438975763079155, 1.0, 0.0, 1.0, 0.0, 1.0, 83.0]",0,True,False,64,221.926,0.7725,rf,0.04211903789373551,0.12105951894686776,0.8
compas,0,42,3,144,1,"[26, 1, 0, 4, 1, 0, 1, 0, 1, 83]",1,1,"[61.794302380028626, 1.0, 0.0, 5.345594706242163, 1.0, 0.0, 1.0, 0.0, 1.0, 83.0]",0,True,False,64,219.514,0.7725,rf,0.044997182974569755,0.12249859148728488,0.8
compas,0,42,3,144,2,"[26, 1, 0, 4, 1, 0, 1, 0, 1, 83]",1,1,"[59.95831052332361, 1.0, 0.0, 4.5584027995069984, 1.0, 0.0, 1.0, 0.0, 1.0, 83.0]",0,True,False,64,220.505,0.7725,rf,0.04197097660843824,0.12098548830421912,0.8
