dataset,desired_class,overall_seed,fold_idx,test_sample_idx,rep_idx,x,pred_class_x,true_class_x,z,pred_class_z,check_plausibility,opt_C_robust,opt_K_robust,run_time,blackbox,blackbox_test_acc,gower_dist,loss
compas,0,42,0,109,3,"[20, 1, 0, 4, 1, 0, 1, 0, 1, 2]",1,1,"[21.124681194550227, 1.0, 0.0, 4.0, 1.8626700516265249, 0.0, 1.0, 0.0, 0.0, 745.3876540450887]",0,True,True,64,49.39,nn,0.785,0.16339242277377128,0.28169621138688566
compas,0,42,0,109,4,"[20, 1, 0, 4, 1, 0, 1, 0, 1, 2]",1,1,"[24.36360524567676, 1.0, 0.0, 4.0, 0.8723989599043591, 0.0, 1.0, 0.0, 0.0, 9.35165148184139]",0,True,True,64,49.213,nn,0.785,0.10594474085529569,0.25297237042764786
compas,0,42,0,114,0,"[27, 0, 0, 9, 68, 0, 1, 0, 1, 65]",1,0,"[29.335762131506, 0.0, 0.0, 9.0, 68.0, 0.0, 0.0, 0.0, 0.0, 425.92547496252575]",0,True,True,64,49.41,nn,0.785,0.23292561331781944,0.31646280665890975
compas,0,42,0,114,1,"[27, 0, 0, 9, 68, 0, 1, 0, 1, 65]",1,0,"[28.816896148956456, 0.0, 0.0, 9.0, 68.0, 0.0, 0.0, 0.0, 0.0, 436.75710220784464]",0,True,True,64,49.549,nn,0.785,0.2331954855282429,0.31659774276412145
compas,0,42,0,114,2,"[27, 0, 0, 9, 68, 0, 1, 0, 1, 65]",1,0,"[27.31259435419096, 0.0, 0.0, 9.0, 68.0, 0.0, 0.0, 0.0, 0.0, 510.54154405668277]",0,True,True,64,49.257,nn,0.785,0.2375096746317857,0.3187548373158929
compas,0,42,0,114,3,"[27, 0, 0, 9, 68, 0, 1, 0, 1, 65]",1,0,"[29.32950115592785, 0.0, 0.0, 9.0, 68.0, 0.0, 0.0, 0.0, 0.0, 475.1408096979972]",0,True,True,64,49.037,nn,0.785,0.23701925587637113,0.3185096279381856
compas,0,42,0,114,4,"[27, 0, 0, 9, 68, 0, 1, 0, 1, 65]",1,0,"[28.472334514480938, 0.0, 0.0, 9.0, 68.0, 0.0, 0.0, 0.0, 0.0, 505.40623519000934]",0,True,True,64,48.877,nn,0.785,0.2384960494948759,0.31924802474743796
compas,0,42,0,118,0,"[46, 1, 0, 17, 1, 0, 1, 0, 1, 6]",1,1,"[51.51754415881804, 1.0, 0.0, 17.00073013096275, 7.832329719172122, 0.0, 1.0, 0.0, 0.0, 9.414289331502658]",0,True,True,64,48.514,nn,0.785,0.1075833274406548,0.3037916637203274
compas,0,42,0,118,1,"[46, 1, 0, 17, 1, 0, 1, 0, 1, 6]",1,1,"[46.39984759175627, 1.0, 0.0, 16.99213423433136, 0.22756397619634328, 0.0, 1.0, 0.0, 0.0, 6.2260181861523645]",0,True,True,64,48.647,nn,0.785,0.1005786892975019,0.30028934464875096
compas,0,42,0,118,2,"[46, 1, 0, 17, 1, 0, 1, 0, 1, 6]",1,1,"[46.87864154727295, 1.0, 0.0, 16.990469645365977, 12.679397440464951, 0.0, 1.0, 0.0, 0.0, 8.395691956039455]",0,True,True,64,48.108,nn,0.785,0.10225396855304958,0.3011269842765248
compas,0,42,0,118,3,"[46, 1, 0, 17, 1, 0, 1, 0, 1, 6]",1,1,"[46.80395175061476, 1.0, 0.0, 17.00209310756991, 9.320299379794069, 0.0, 1.0, 0.0, 0.0, 11.840195452546638]",0,True,True,64,48.524,nn,0.785,0.10216256330776263,0.3010812816538813
compas,0,42,0,118,4,"[46, 1, 0, 17, 1, 0, 1, 0, 1, 6]",1,1,"[46.92749613161965, 1.0, 0.0, 17.0078551034038, 0.6767690711368495, 0.0, 1.0, 0.0, 0.0, 9.28456271582679]",0,True,True,64,48.19,nn,0.785,0.10143959741723324,0.30071979870861665
compas,0,42,0,119,0,"[22, 1, 0, 3, 0, 0, 0, 0, 0, 323]",1,1,"[22.0, 1.0, 5.0, 3.0, 35.08109391136611, 0.0, 0.0, 0.0, 0.0, 323.0]",0,True,True,64,51.214,nn,0.785,0.10292342449261385,0.15146171224630695
compas,0,42,0,119,1,"[22, 1, 0, 3, 0, 0, 0, 0, 0, 323]",1,1,"[22.0, 1.0, 5.0, 3.0, 50.813478457773456, 0.0, 0.0, 0.0, 0.0, 323.0]",0,True,True,64,51.28,nn,0.785,0.10423445653814778,0.1521172282690739
compas,0,42,0,119,2,"[22, 1, 0, 3, 0, 0, 0, 0, 0, 323]",1,1,"[22.0, 1.0, 5.0, 3.0, 57.256014539348214, 0.0, 0.0, 0.0, 0.0, 323.0]",0,True,True,64,50.393,nn,0.785,0.1047713345449457,0.15238566727247285
compas,0,42,0,119,3,"[22, 1, 0, 3, 0, 0, 0, 0, 0, 323]",1,1,"[22.0, 1.0, 5.0, 3.0, 8.120856851144552, 0.0, 0.0, 0.0, 0.0, 323.0]",0,True,True,64,51.493,nn,0.785,0.10067673807092872,0.15033836903546438
compas,0,42,0,119,4,"[22, 1, 0, 3, 0, 0, 0, 0, 0, 323]",1,1,"[22.0, 1.0, 5.0, 3.0, 2.0024133638420167, 0.0, 0.0, 0.0, 0.0, 323.0]",0,True,True,64,50.488,nn,0.785,0.10016686778032019,0.1500834338901601
compas,0,42,0,120,0,"[23, 1, 0, 2, 0, 1, 1, 1, 1, 80]",1,1,"[23.0, 1.0, 0.0, 2.0, 20.857303284173796, 1.0, 1.0, 1.0, 0.0, 835.3395058203296]",0,True,True,64,50.313,nn,0.785,0.1646830674253753,0.23234153371268768
compas,0,42,0,120,1,"[23, 1, 0, 2, 0, 1, 1, 1, 1, 80]",1,1,"[23.0, 1.0, 0.0, 2.0, 58.75379287332668, 1.0, 1.0, 1.0, 0.0, 956.9170144818819]",0,True,True,64,50.624,nn,0.785,0.17797256727960076,0.2389862836398004
compas,0,42,0,120,2,"[23, 1, 0, 2, 0, 1, 1, 1, 1, 80]",1,1,"[23.0, 1.0, 0.0, 2.0, 1.397219348608722, 1.0, 1.0, 1.0, 0.0, 836.9142352875753]",0,True,True,64,49.855,nn,0.785,0.16319262121968203,0.23159631060984104
compas,0,42,0,120,3,"[23, 1, 0, 2, 0, 1, 1, 1, 1, 80]",1,1,"[23.0, 1.0, 0.0, 2.0, 20.730611763400375, 1.0, 1.0, 1.0, 0.0, 901.2602210002909]",0,True,True,64,50.605,nn,0.785,0.17016590273030763,0.23508295136515384
compas,0,42,0,120,4,"[23, 1, 0, 2, 0, 1, 1, 1, 1, 80]",1,1,"[23.0, 1.0, 0.0, 2.0, 8.739071544183972, 1.0, 1.0, 1.0, 0.0, 920.5399067724119]",0,True,True,64,50.201,nn,0.785,0.17077324819304965,0.23538662409652483
compas,0,42,0,123,0,"[21, 1, 0, 2, 306, 0, 0, 0, 0, 293]",1,1,"[21.0, 1.0, 0.0, 0.0, 306.0, 0.0, 0.0, 0.0, 0.0, 293.0]",0,True,True,64,50.183,nn,0.785,0.002,0.051000000000000004
compas,0,42,0,123,1,"[21, 1, 0, 2, 306, 0, 0, 0, 0, 293]",1,1,"[21.0, 1.0, 0.0, 0.0, 306.0, 0.0, 0.0, 0.0, 0.0, 293.0]",0,True,True,64,50.163,nn,0.785,0.002,0.051000000000000004
compas,0,42,0,123,2,"[21, 1, 0, 2, 306, 0, 0, 0, 0, 293]",1,1,"[21.0, 1.0, 0.0, 0.0, 306.0, 0.0, 0.0, 0.0, 0.0, 293.0]",0,True,True,64,49.668,nn,0.785,0.002,0.051000000000000004
compas,0,42,0,123,3,"[21, 1, 0, 2, 306, 0, 0, 0, 0, 293]",1,1,"[21.0, 1.0, 0.0, 0.0, 306.0, 0.0, 0.0, 0.0, 0.0, 293.0]",0,True,True,64,50.112,nn,0.785,0.002,0.051000000000000004
compas,0,42,0,123,4,"[21, 1, 0, 2, 306, 0, 0, 0, 0, 293]",1,1,"[21.0, 1.0, 0.0, 0.0, 306.0, 0.0, 0.0, 0.0, 0.0, 293.0]",0,True,True,64,49.744,nn,0.785,0.002,0.051000000000000004
compas,0,42,0,132,0,"[30, 1, 2, 22, 1, 0, 1, 0, 1, 3]",1,0,"[48.46047015507405, 1.0, 2.0, 22.0, 5.349524530574854, 0.0, 1.0, 0.0, 0.0, 3.0]",0,True,True,64,49.489,nn,0.785,0.12287522885934553,0.2114376144296728
compas,0,42,0,132,1,"[30, 1, 2, 22, 1, 0, 1, 0, 1, 3]",1,0,"[39.915364966979965, 1.0, 2.0, 22.0, 9.425779925185012, 0.0, 1.0, 0.0, 0.0, 3.0]",0,True,True,64,49.363,nn,0.785,0.1127940568234158,0.20639702841170793
compas,0,42,0,132,2,"[30, 1, 2, 22, 1, 0, 1, 0, 1, 3]",1,0,"[33.124695819022484, 1.0, 2.0, 22.0, 64.64312524025102, 0.0, 1.0, 0.0, 0.0, 3.0]",0,True,True,64,48.938,nn,0.785,0.10911419842736542,0.20455709921368273
compas,0,42,0,132,3,"[30, 1, 2, 22, 1, 0, 1, 0, 1, 3]",1,0,"[38.02156530061027, 1.0, 2.0, 22.0, 0.4028165867193252, 0.0, 1.0, 0.0, 0.0, 3.0]",0,True,True,64,49.224,nn,0.785,0.10983216199250137,0.2049160809962507
compas,0,42,0,132,4,"[30, 1, 2, 22, 1, 0, 1, 0, 1, 3]",1,0,"[36.580550215777635, 1.0, 2.0, 22.0, 20.81646161313347, 0.0, 1.0, 0.0, 0.0, 3.0]",0,True,True,64,49.006,nn,0.785,0.10967643303984767,0.20483821651992384
compas,0,42,0,134,0,"[22, 1, 0, 2, 1, 0, 1, 0, 1, 1]",1,0,"[25.274362738401507, 1.0, 0.0, 2.0, 1.4892425024851548, 0.0, 1.0, 0.0, 0.0, 2.3763191915752837]",0,True,True,64,49.403,nn,0.785,0.10414858876523858,0.2520742943826193
compas,0,42,0,134,1,"[22, 1, 0, 2, 1, 0, 1, 0, 1, 1]",1,0,"[24.067667389469555, 1.0, 0.0, 2.0, 0.19873703378134167, 0.0, 1.0, 0.0, 0.0, 10.702770039298679]",0,True,True,64,49.162,nn,0.785,0.10339688168070721,0.25169844084035364
compas,0,42,0,134,2,"[22, 1, 0, 2, 1, 0, 1, 0, 1, 1]",1,0,"[22.0, 1.0, 0.0, 2.0, 3.4852374028915563, 0.0, 1.0, 0.0, 0.0, 1.887817669822712]",0,True,True,64,49.176,nn,0.785,0.10028108792272619,0.2001405439613631
compas,0,42,0,134,3,"[22, 1, 0, 2, 1, 0, 1, 0, 1, 1]",1,0,"[24.199243534755887, 1.0, 0.0, 2.0, 4.63125995645261, 0.0, 1.0, 0.0, 0.0, 2.316150160381163]",0,True,True,64,49.227,nn,0.785,0.10309428848708074,0.2515471442435404
compas,0,42,0,134,4,"[22, 1, 0, 2, 1, 0, 1, 0, 1, 1]",1,0,"[22.0, 1.0, 0.0, 2.0, 1.1872708308166295, 0.0, 1.0, 0.0, 0.0, 2.748907388139109]",0,True,True,64,49.525,nn,0.785,0.10016134818491298,0.2000806740924565
compas,0,42,0,137,0,"[57, 1, 0, 11, 1, 0, 0, 0, 0, 140]",1,0,"[57.0, 1.0, 5.0, 11.0, 0.8055799518406559, 0.0, 0.0, 0.0, 0.0, 725.0023086265204]",0,True,True,64,51.917,nn,0.785,0.14876639405622333,0.22438319702811169
compas,0,42,0,137,1,"[57, 1, 0, 11, 1, 0, 0, 0, 0, 140]",1,0,"[57.0, 1.0, 5.0, 11.0, 14.101693737798982, 0.0, 0.0, 0.0, 0.0, 716.6645586153337]",0,True,True,64,51.229,nn,0.785,0.1491471876960944,0.2245735938480472
compas,0,42,0,137,2,"[57, 1, 0, 11, 1, 0, 0, 0, 0, 140]",1,0,"[57.0, 1.0, 5.0, 11.0, 0.725292077202603, 0.0, 0.0, 0.0, 0.0, 731.2894855395605]",0,True,True,64,50.511,nn,0.785,0.14929701612186316,0.22464850806093162
compas,0,42,0,137,3,"[57, 1, 0, 11, 1, 0, 0, 0, 0, 140]",1,0,"[57.0, 1.0, 5.0, 11.0, 0.39382018843001276, 0.0, 0.0, 0.0, 0.0, 723.2744010602429]",0,True,True,64,50.92,nn,0.785,0.14865671507265107,0.22432835753632557
compas,0,42,0,137,4,"[57, 1, 0, 11, 1, 0, 0, 0, 0, 140]",1,0,"[57.0, 1.0, 5.0, 11.0, 0.9985129052467134, 0.0, 0.0, 0.0, 0.0, 786.2562819596853]",0,True,True,64,50.511,nn,0.785,0.1538548140878699,0.226927407043935
compas,0,42,0,148,0,"[30, 1, 0, 5, 1, 0, 1, 1, 1, 1]",1,0,"[30.0, 1.0, 0.0, 5.0, 3.330112451540984, 0.0, 1.0, 1.0, 0.0, 441.4545629871469]",0,True,True,64,51.982,nn,0.785,0.136898722953224,0.21844936147661204
compas,0,42,0,148,1,"[30, 1, 0, 5, 1, 0, 1, 1, 1, 1]",1,0,"[30.0, 1.0, 0.0, 5.0, 0.4127669481383123, 0.0, 1.0, 1.0, 0.0, 433.55124498101327]",0,True,True,64,51.703,nn,0.785,0.13609487316940624,0.21804743658470316
compas,0,42,0,148,2,"[30, 1, 0, 5, 1, 0, 1, 1, 1, 1]",1,0,"[30.0, 1.0, 0.0, 5.0, 0.8687181488513449, 0.0, 1.0, 1.0, 0.0, 452.1405767202328]",0,True,True,64,50.493,nn,0.785,0.1376059882142818,0.21880299410714094
compas,0,42,0,148,3,"[30, 1, 0, 5, 1, 0, 1, 1, 1, 1]",1,0,"[30.0, 1.0, 0.0, 5.0, 6.014016464889899, 0.0, 1.0, 1.0, 0.0, 423.94539536146493]",0,True,True,64,51.776,nn,0.785,0.1356632843188629,0.21783164215943146
compas,0,42,0,148,4,"[30, 1, 0, 5, 1, 0, 1, 1, 1, 1]",1,0,"[30.0, 1.0, 0.0, 5.0, 0.085519658873352, 0.0, 1.0, 1.0, 0.0, 474.0235967821622]",0,True,True,64,50.407,nn,0.785,0.13949483976027408,0.21974741988013707
compas,0,42,0,150,0,"[31, 1, 0, 25, 1, 1, 1, 0, 1, 117]",1,1,"[35.99686669305064, 1.0, 0.0, 24.99830006231222, 2.0646553233068636, 1.0, 1.0, 0.0, 0.0, 1200.0]",0,True,True,64,48.751,nn,0.785,0.19643416108420397,0.348217080542102
compas,0,42,0,150,1,"[31, 1, 0, 25, 1, 1, 1, 0, 1, 117]",1,1,"[32.49329575532659, 1.0, 0.0, 25.016555720309004, 27.977267596097242, 1.0, 1.0, 0.0, 0.0, 1126.493764112253]",0,True,True,64,48.948,nn,0.785,0.1882102340805495,0.34410511704027474
compas,0,42,0,150,2,"[31, 1, 0, 25, 1, 1, 1, 0, 1, 117]",1,1,"[32.40357101751388, 1.0, 0.0, 25.02146382066686, 4.100346139914734, 1.0, 1.0, 0.0, 0.0, 1070.8625805509282]",0,True,True,64,48.367,nn,0.785,0.18148004635081502,0.3407400231754075
compas,0,42,0,150,3,"[31, 1, 0, 25, 1, 1, 1, 0, 1, 117]",1,1,"[35.31929199635065, 1.0, 0.0, 25.03816257112257, 13.650451521742745, 1.0, 1.0, 0.0, 0.0, 1097.4736374678473]",0,True,True,64,48.823,nn,0.785,0.18806593258409735,0.34403296629204866
compas,0,42,0,150,4,"[31, 1, 0, 25, 1, 1, 1, 0, 1, 117]",1,1,"[31.630139992198334, 1.0, 0.0, 24.99771612056697, 74.96666800560348, 1.0, 1.0, 0.0, 0.0, 1094.889141408891]",0,True,True,64,48.357,nn,0.785,0.18842539806909417,0.3442126990345471
compas,0,42,0,159,0,"[32, 1, 0, 3, 1, 0, 1, 1, 1, 2]",1,0,"[32.0, 1.0, 0.0, 3.0, 1.1310203693330578, 0.0, 1.0, 1.0, 0.0, 412.4078932309786]",0,True,True,64,51.816,nn,0.785,0.1342115761333593,0.21710578806667968
compas,0,42,0,159,1,"[32, 1, 0, 3, 1, 0, 1, 1, 1, 2]",1,0,"[32.0, 1.0, 0.0, 3.0, 1.7415694761090492, 0.0, 1.0, 1.0, 0.0, 406.6144992172316]",0,True,True,64,51.099,nn,0.785,0.13377967239111174,0.2168898361955559
compas,0,42,0,159,2,"[32, 1, 0, 3, 1, 0, 1, 1, 1, 2]",1,0,"[32.0, 1.0, 0.0, 3.0, 10.457145425101857, 0.0, 1.0, 1.0, 0.0, 401.26183211138647]",0,True,True,64,50.042,nn,0.785,0.13405991479470736,0.2170299573973537
compas,0,42,0,159,3,"[32, 1, 0, 3, 1, 0, 1, 1, 1, 2]",1,0,"[32.0, 1.0, 0.0, 3.0, 1.3569891334309894, 0.0, 1.0, 1.0, 0.0, 476.3228411381518]",0,True,True,64,50.964,nn,0.785,0.1395566525226319,0.219778326261316
compas,0,42,0,159,4,"[32, 1, 0, 3, 1, 0, 1, 1, 1, 2]",1,0,"[32.0, 1.0, 0.0, 3.0, 1.950471808487288, 0.0, 1.0, 1.0, 0.0, 458.74253630746944]",0,True,True,64,50.507,nn,0.785,0.13814108400966307,0.21907054200483156
compas,0,42,0,164,0,"[46, 1, 0, 2, 0, 0, 1, 0, 1, 9]",1,0,"[46.0, 1.0, 0.0, 2.0, 0.886302928032805, 0.0, 1.0, 0.0, 0.0, 10.930523401661286]",0,True,True,64,51.312,nn,0.785,0.10023473552747451,0.20011736776373729
compas,0,42,0,164,1,"[46, 1, 0, 2, 0, 0, 1, 0, 1, 9]",1,0,"[46.0, 1.0, 0.0, 2.0, 5.675832479346894, 0.0, 1.0, 0.0, 0.0, 699.9241882829824]",0,True,True,64,51.623,nn,0.785,0.15805000173019412,0.22902500086509708
compas,0,42,0,164,2,"[46, 1, 0, 2, 0, 0, 1, 0, 1, 9]",1,0,"[46.0, 1.0, 0.0, 2.0, 1.4640633314445566, 0.0, 1.0, 0.0, 0.0, 726.1979236074328]",0,True,True,64,50.298,nn,0.785,0.1598884989115731,0.22994424945578656
compas,0,42,0,164,3,"[46, 1, 0, 2, 0, 0, 1, 0, 1, 9]",1,0,"[46.0, 1.0, 0.0, 2.0, 0.1855463954829304, 0.0, 1.0, 0.0, 0.0, 14.075090795969246]",0,True,True,64,50.986,nn,0.785,0.10043838643262103,0.20021919321631054
compas,0,42,0,164,4,"[46, 1, 0, 2, 0, 0, 1, 0, 1, 9]",1,0,"[46.0, 1.0, 0.0, 2.0, 0.15828397049722298, 0.0, 1.0, 0.0, 0.0, 9.712083556897776]",0,True,True,64,50.293,nn,0.785,0.10007253062728293,0.2000362653136415
compas,0,42,0,170,0,"[22, 1, 0, 6, 1, 0, 1, 1, 1, 2]",1,1,"[22.0, 1.0, 0.0, 6.0, 0.8207313374003791, 0.0, 1.0, 1.0, 0.0, 437.3869535209204]",0,True,True,64,51.461,nn,0.785,0.13629718518196,0.21814859259098002
compas,0,42,0,170,1,"[22, 1, 0, 6, 1, 0, 1, 1, 1, 2]",1,1,"[22.0, 1.0, 0.0, 6.0, 0.8265841773785922, 0.0, 1.0, 1.0, 0.0, 405.33308947150823]",0,True,True,64,51.112,nn,0.785,0.13362554210784414,0.2168127710539221
compas,0,42,0,170,2,"[22, 1, 0, 6, 1, 0, 1, 1, 1, 2]",1,1,"[22.0, 1.0, 0.0, 6.0, 0.5143217169846466, 0.0, 1.0, 1.0, 0.0, 412.2038058945222]",0,True,True,64,50.149,nn,0.785,0.13422412368146147,0.21711206184073076
compas,0,42,0,170,3,"[22, 1, 0, 6, 1, 0, 1, 1, 1, 2]",1,1,"[22.0, 1.0, 0.0, 6.0, 1.0265578571455336, 0.0, 1.0, 1.0, 0.0, 419.55434314964305]",0,True,True,64,51.725,nn,0.785,0.1347984084172324,0.21739920420861622
compas,0,42,0,170,4,"[22, 1, 0, 6, 1, 0, 1, 1, 1, 2]",1,1,"[22.0, 1.0, 0.0, 6.0, 20.865836356509448, 0.0, 1.0, 1.0, 0.0, 398.9761919535704]",0,True,True,64,50.264,nn,0.785,0.13473683569250666,0.21736841784625335
compas,0,42,0,180,0,"[21, 1, 0, 1, 18, 1, 1, 1, 1, 0]",1,1,"[36.36896847596154, 1.0, 0.0, 0.0, 18.0, 1.0, 1.0, 1.0, 1.0, 0.0]",0,True,True,64,48.439,nn,0.785,0.019742644482879927,0.10987132224143997
compas,0,42,0,180,1,"[21, 1, 0, 1, 18, 1, 1, 1, 1, 0]",1,1,"[31.17247742992697, 1.0, 0.0, 0.0, 18.0, 1.0, 1.0, 1.0, 1.0, 1060.3699517891048]",0,True,True,64,48.311,nn,0.785,0.10176962292949082,0.20088481146474543
compas,0,42,0,180,2,"[21, 1, 0, 1, 18, 1, 1, 1, 1, 0]",1,1,"[30.84448974437478, 1.0, 0.0, 0.0, 18.0, 1.0, 1.0, 1.0, 1.0, 869.9594468156893]",0,True,True,64,48.456,nn,0.785,0.08550209586599213,0.19275104793299608
compas,0,42,0,180,3,"[21, 1, 0, 1, 18, 1, 1, 1, 1, 0]",1,1,"[38.98409421602041, 1.0, 0.0, 0.0, 18.0, 1.0, 1.0, 1.0, 1.0, 0.0]",0,True,True,64,48.665,nn,0.785,0.022931822214659038,0.11146591110732952
compas,0,42,0,180,4,"[21, 1, 0, 1, 18, 1, 1, 1, 1, 0]",1,1,"[33.52932373966567, 1.0, 0.0, 0.0, 18.0, 1.0, 1.0, 1.0, 1.0, 0.0]",0,True,True,64,48.077,nn,0.785,0.016279663097153257,0.10813983154857663
compas,0,42,0,183,0,"[21, 1, 0, 0, 0, 0, 1, 0, 1, 0]",1,1,"[21.0, 1.0, 0.0, 0.0, 0.1026237383158275, 0.0, 1.0, 0.0, 0.0, 14.366423813028362]",0,True,True,64,49.581,nn,0.785,0.10120575396261203,0.20060287698130602
compas,0,42,0,183,1,"[21, 1, 0, 0, 0, 0, 1, 0, 1, 0]",1,1,"[21.0, 1.0, 0.0, 0.0, 0.1599043182001756, 0.0, 1.0, 0.0, 0.0, 2.6127177897747433]",0,True,True,64,49.273,nn,0.785,0.10023105184233126,0.20011552592116566
compas,0,42,0,183,2,"[21, 1, 0, 0, 0, 0, 1, 0, 1, 0]",1,1,"[21.0, 1.0, 0.0, 0.0, 0.5062928634305908, 0.0, 1.0, 0.0, 0.0, 1.7236228910276208]",0,True,True,64,49.999,nn,0.785,0.10018582631287153,0.2000929131564358
compas,0,42,0,183,3,"[21, 1, 0, 0, 0, 0, 1, 0, 1, 0]",1,1,"[21.0, 1.0, 0.0, 0.0, 0.0932137760852143, 0.0, 1.0, 0.0, 0.0, 1.6588628520114113]",0,True,True,64,49.627,nn,0.785,0.10014600638567472,0.20007300319283738
compas,0,42,0,183,4,"[21, 1, 0, 0, 0, 0, 1, 0, 1, 0]",1,1,"[21.0, 1.0, 0.0, 0.0, 0.8486152182929914, 0.0, 1.0, 0.0, 0.0, 3.036117436396246]",0,True,True,64,49.169,nn,0.785,0.10032372772122411,0.20016186386061208
compas,0,42,0,184,0,"[36, 0, 2, 4, 110, 0, 1, 0, 1, 168]",1,1,"[51.68222853716782, 0.0, 2.0, 4.0, 110.0, 0.0, 1.0, 0.0, 0.0, 168.0]",0,True,True,64,49.316,nn,0.785,0.11912466894776563,0.15956233447388282
compas,0,42,0,184,1,"[36, 0, 2, 4, 110, 0, 1, 0, 1, 168]",1,1,"[46.437645769057376, 0.0, 2.0, 4.0, 110.0, 0.0, 1.0, 0.0, 0.0, 168.0]",0,True,True,64,49.128,nn,0.785,0.11272883630372853,0.15636441815186428
compas,0,42,0,184,2,"[36, 0, 2, 4, 110, 0, 1, 0, 1, 168]",1,1,"[36.0, 0.0, 2.0, 4.0, 110.0, 0.0, 1.0, 0.0, 0.0, 235.90190302658254]",0,True,True,64,49.509,nn,0.785,0.10565849191888188,0.15282924595944095
compas,0,42,0,184,3,"[36, 0, 2, 4, 110, 0, 1, 0, 1, 168]",1,1,"[68.71917126744202, 0.0, 2.0, 4.0, 110.0, 0.0, 1.0, 0.0, 0.0, 168.0]",0,True,True,64,49.126,nn,0.785,0.1399014283749293,0.16995071418746466
compas,0,42,0,184,4,"[36, 0, 2, 4, 110, 0, 1, 0, 1, 168]",1,1,"[60.40201555913405, 0.0, 2.0, 4.0, 110.0, 0.0, 1.0, 0.0, 0.0, 168.0]",0,True,True,64,48.669,nn,0.785,0.12975855555991958,0.1648792777799598
compas,0,42,0,185,0,"[30, 1, 0, 6, 1, 0, 1, 1, 1, 2]",1,0,"[30.0, 1.0, 0.0, 6.0, 1.430321853434119, 0.0, 1.0, 1.0, 0.0, 420.14277301384845]",0,True,True,64,50.153,nn,0.785,0.1348810912389402,0.21744054561947013
compas,0,42,0,185,1,"[30, 1, 0, 6, 1, 0, 1, 1, 1, 2]",1,0,"[30.0, 1.0, 0.0, 6.0, 3.440601857251654, 0.0, 1.0, 1.0, 0.0, 412.6656034600137]",0,True,True,64,50.242,nn,0.785,0.1344255171097721,0.2172127585548861
compas,0,42,0,185,2,"[30, 1, 0, 6, 1, 0, 1, 1, 1, 2]",1,0,"[30.0, 1.0, 0.0, 6.0, 0.863988542851871, 0.0, 1.0, 1.0, 0.0, 404.0085025912566]",0,True,True,64,50.46,nn,0.785,0.13351204283736706,0.21675602141868355
compas,0,42,0,185,3,"[30, 1, 0, 6, 1, 0, 1, 1, 1, 2]",1,0,"[30.0, 1.0, 0.0, 6.0, 0.7423311665124857, 0.0, 1.0, 1.0, 0.0, 413.1302748746341]",0,True,True,64,50.244,nn,0.785,0.13428232864234346,0.21714116432117175
compas,0,42,0,185,4,"[30, 1, 0, 6, 1, 0, 1, 1, 1, 2]",1,0,"[30.0, 1.0, 0.0, 6.0, 1.697791968444605, 0.0, 1.0, 1.0, 0.0, 432.0265361155786]",0,True,True,64,49.794,nn,0.785,0.13589369400700194,0.21794684700350098
compas,0,42,0,186,0,"[27, 1, 0, 3, 88, 0, 1, 1, 1, 301]",1,0,"[27.0, 1.0, 0.0, 3.0, 88.0, 0.0, 1.0, 1.0, 0.0, 301.0]",0,True,True,64,50.212,nn,0.785,0.1,0.1
compas,0,42,0,186,1,"[27, 1, 0, 3, 88, 0, 1, 1, 1, 301]",1,0,"[27.0, 1.0, 0.0, 3.0, 88.0, 0.0, 1.0, 1.0, 0.0, 301.0]",0,True,True,64,50.274,nn,0.785,0.1,0.1
compas,0,42,0,186,2,"[27, 1, 0, 3, 88, 0, 1, 1, 1, 301]",1,0,"[27.0, 1.0, 0.0, 3.0, 88.0, 0.0, 1.0, 1.0, 0.0, 301.0]",0,True,True,64,50.589,nn,0.785,0.1,0.1
compas,0,42,0,186,3,"[27, 1, 0, 3, 88, 0, 1, 1, 1, 301]",1,0,"[27.0, 1.0, 0.0, 3.0, 88.0, 0.0, 1.0, 1.0, 0.0, 301.0]",0,True,True,64,49.935,nn,0.785,0.1,0.1
compas,0,42,0,186,4,"[27, 1, 0, 3, 88, 0, 1, 1, 1, 301]",1,0,"[27.0, 1.0, 0.0, 3.0, 88.0, 0.0, 1.0, 1.0, 0.0, 301.0]",0,True,True,64,49.788,nn,0.785,0.1,0.1
compas,0,42,0,189,0,"[27, 1, 0, 11, 1, 1, 1, 0, 1, 2]",1,1,"[38.646975790141404, 1.0, 0.0, 10.996654952736167, 7.302982019356179, 1.0, 1.0, 0.0, 0.0, 13.89959842099481]",0,True,True,64,48.559,nn,0.785,0.11572385576299399,0.307861927881497
compas,0,42,0,189,1,"[27, 1, 0, 11, 1, 1, 1, 0, 1, 2]",1,1,"[30.350367360197428, 1.0, 0.0, 11.021703191029431, 32.85216169269495, 1.0, 1.0, 0.0, 0.0, 8.756372337448695]",0,True,True,64,48.653,nn,0.785,0.10732489488077404,0.303662447440387
compas,0,42,0,189,2,"[27, 1, 0, 11, 1, 1, 1, 0, 1, 2]",1,1,"[29.484826666373642, 1.0, 0.0, 10.95372006503593, 49.58007536101985, 1.0, 1.0, 0.0, 0.0, 14.046223563905869]",0,True,True,64,48.522,nn,0.785,0.1081287479344481,0.3040643739672241
